FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,PUESTO,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,ESTADO,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2
07/11/1995,MASCULINO,SOLTERO,BACHILLERATO,CAJERO,PADRES,0,4000,COLIMA,28048,1,0,1,0,NO,1000,0,NO,ATENCION MEDIA,V1F1
24/09/1995,FEMENINO,UNIONLIBRE,LICENCIATURA,EMPLEADO EN GENERAL,PADRES,0,3930,COLIMA,28400,3,0,1,6,SINODATOS,982.5,0,SI,POTENCIALES,V2F2
24/08/1981,FEMENINO,CASADO,SECUNDARIA,OPERARIO DE PRODUCCION,RENTADA,0,5000,COLIMA,28000,0,6,3,0,SINODATOS,1105,0,NO,POTENCIALES,V2F1
01/09/1992,MASCULINO,CASADO,BACHILLERATO,GTEOPERACION,PROPIA,0,40000,COLIMA,28000,2,0,4,0,SINODATOS,3632.44,0,NO,POTENCIALES,V2F1
02/03/1983,FEMENINO,UNIONLIBRE,SECUNDARIA,DEPENDIENTE,PROPIA,0,5200,COLIMA,28984,7,6,2,0,SINODATOS,1190.28,0,SI,PERDIDOS,V0F0
02/10/1998,MASCULINO,SOLTERO,BACHILLERATO,GESTCOB,PADRES,0,9000,COLIMA,28048,14,0,1,6,NO,1663.75,0,NO,POTENCIALES,V2F1
16/09/1979,FEMENINO,SOLTERO,SECUNDARIA,VENDEDOR,FAMILIARES,0,4000,COLIMA,28040,3,0,2,0,SINODATOS,600,0,SI,PERDIDOS,V0F0
10/04/1995,FEMENINO,SOLTERO,LICENCIATURA,SECRETARIA,FAMILIARES,0,8500,COLIMA,28070,1,2,1,0,NO,1518.5,7.68,NO,POTENCIALES,V1F1
14/04/1978,FEMENINO,SOLTERO,BACHILLERATO,COMERCIANTE,PROPIA,0,15000,COLIMA,28974,8,0,15,0,NO,1569.9,744.36,NO,POTENCIALES,V1F1
10/10/2000,MASCULINO,SOLTERO,BACHILLERATO,BARMAN,PADRES,0,8000,COLIMA,28989,0,2,1,2,NO,1279.5,0,NO,POTENCIALES,V2F1
12/04/1983,FEMENINO,CASADO,LICENCIATURA,PROFESOR,PROPIA,0,4800,COLIMA,28060,1,6,1,6,NO,1440,966.24,NO,PERDIDOS,V0F0
11/03/2000,MASCULINO,SOLTERO,BACHILLERATO,GUARDSEG,PADRES,0,5000,COLIMA,28000,19,0,0,3,NO,1250,0,SI,POTENCIALES,V2F1
14/09/1982,FEMENINO,CASADO,BACHILLERATO,DUENOPEQUENEG,PROPIA,0,4000,COLIMA,28000,30,0,10,0,SINODATOS,1200,503.74,SI,PERDIDOS,V0F0
19/01/1970,FEMENINO,CASADO,BACHILLERATO,VENDEDOR,FAMILIARES,0,6000,COLIMA,28000,1,0,10,0,SINODATOS,1572.48,215.44,SI,PERDIDOS,V0F0
10/03/1965,FEMENINO,CASADO,SECUNDARIA,GUARDSEG,FAMILIARES,0,6000,COLIMA,28000,3,6,3,0,NO,1800,677.1,SI,POTENCIALES,V1F1
05/08/1996,FEMENINO,SOLTERO,LICENCIATURA,ASISTEDUCATIVO,PADRES,0,5000,COLIMA,28984,9,7,0,6,NO,1250,0,NO,POTENCIALES,V1F2
31/03/2001,FEMENINO,SOLTERO,BACHILLERATO,VENDEDOR,FAMILIARES,0,5000,COLIMA,28000,10,0,3,0,NO,1250,0,NO,PERDIDOS,V0F0
08/11/1982,FEMENINO,SOLTERO,SECUNDARIA,OPERARIO DE PRODUCCION,PROPIA,0,5600,COLIMA,28079,7,0,3,6,SINODATOS,1593,508.2,SI,POTENCIALES,V2F1
13/09/1966,FEMENINO,CASADO,SECUNDARIA,AMACASA,PADRES,0,0,COLIMA,28000,7,0,7,0,NO,500,252.84,SI,POTENCIALES,V2F2
23/12/1961,MASCULINO,SOLTERO,LICENCIATURA,CHOFER,FAMILIARES,0,10000,COLIMA,28000,4,0,1,6,SI,2437.66,280,SI,PERDIDOS,V0F0
29/04/1966,FEMENINO,UNIONLIBRE,BACHILLERATO,RECEPCIONISTA,PROPIA,0,6000,COLIMA,28000,12,0,34,1,SINODATOS,1258.09,200,NO,POTENCIALES,V2F2
19/08/1960,FEMENINO,DIVORCIADO,SECUNDARIA,CHEF,PROPIA,0,8000,COLIMA,28979,25,0,3,0,SINODATOS,1091.29,627.02,SI,POTENCIALES,V1F1
13/01/1959,MASCULINO,SOLTERO,SECUNDARIA,JEFEDETIENDA,PROPIA,0,6400,COLIMA,28048,5,0,3,0,NO,1591.47,0,SI,PERDIDOS,V2F1
19/11/1967,FEMENINO,SOLTERO,MAESTRIA,PROFESOR,PROPIA,0,9000,COLIMA,28510,0,1,30,0,NO,2266.5,752,SI,POTENCIALES,V2F2
10/02/1969,FEMENINO,CASADO,CARRERATECNICA,DUENOPEQUENEG,PROPIA,0,6000,COLIMA,28000,18,0,9,0,SINODATOS,1800,423.2,NO,LEALTAD,V3F3
18/01/1953,MASCULINO,CASADO,SECUNDARIA,ENCAREA,PROPIA,0,10000,COLIMA,28040,38,0,20,0,SINDATO,1965.77,0,SI,POTENCIALES,V1F1
06/07/1971,MASCULINO,CASADO,BACHILLERATO,CHOFER,PAGANDOLA,0,20000,COLIMA,28000,19,0,1,0,SINODATOS,1485.77,387.9,NO,LEALTAD,V3F3
08/01/1958,MASCULINO,CASADO,LICENCIATURA,JUBILADO,PROPIA,0,25000,COLIMA,28000,6,0,8,0,SINODATOS,1834.72,-207.36,SI,PERDIDOS,V0F0
17/04/1967,MASCULINO,SOLTERO,LICENCIATURA,EMPLEADOGOB10080,PROPIA,0,20000,COLIMA,28979,16,0,25,0,NO,3273.89,1069.02,SI,POTENCIALES,V2F2
23/07/1972,FEMENINO,UNIONLIBRE,SECUNDARIA,COCINERO,PROPIA,0,3600,COLIMA,28040,15,0,0,5,SINODATOS,936,0,SI,PERDIDOS,V0F0
01/10/1983,FEMENINO,CASADO,SECUNDARIA,VENDALIMENTOS,PROPIA,0,6000,COLIMA,28767,17,0,1,0,SINODATOS,526,0,SI,POTENCIALES,V1F1
09/03/1979,FEMENINO,DIVORCIADO,BACHILLERATO,COMERCIANTE,PROPIA,0,8000,COLIMA,28000,20,0,12,0,SI,1465.24,0,NO,POTENCIALES,V2F1
04/04/1979,MASCULINO,UNIONLIBRE,SECUNDARIA,COMDIFDOMICILIO,PROPIA,0,20000,COLIMA,28000,42,0,18,0,SINODATOS,1976.8,0,SI,POTENCIALES,V2F2
10/02/1998,MASCULINO,SOLTERO,LICENCIATURA,AUXCONTAB,RENTADA,0,6400,COLIMA,28978,2,0,1,0,SINODATOS,520,50.78,NO,POTENCIALES,V1F1
16/04/1953,FEMENINO,VIUDO,SECUNDARIA,COMERCIANTE,PROPIA,0,12000,COLIMA,28000,4,7,12,0,SI,1465.24,16.2,NO,POTENCIALES,V1F2
01/09/1990,MASCULINO,CASADO,LICENCIATURA,EMPLEADO EN GENERAL,RENTADA,0,16000,COLIMA,28000,2,0,2,0,NO,509.04,429.24,NO,PERDIDOS,V0F0
02/01/1990,FEMENINO,UNIONLIBRE,SECUNDARIA,COMERCIANTE,FAMILIARES,0,3000,COLIMA,28000,3,6,4,0,SI,780,176,SI,POTENCIALES,V1F1
09/07/2001,FEMENINO,SOLTERO,SECUNDARIA,DEPENDIENTE,RENTADA,0,6000,COLIMA,28000,0,3,1,5,SINODATOS,500,0,SI,PERDIDOS,V0F0
25/03/2001,MASCULINO,SOLTERO,SECUNDARIA,SOLDADOR,PADRES,0,5000,COLIMA,28989,2,0,3,0,NO,1250,0,NO,POTENCIALES,V2F1
30/04/1989,FEMENINO,SOLTERO,SECUNDARIA,DESPACHADOR DE GASOLINA,RENTADA,0,6000,COLIMA,28983,5,0,0,4,SINODATOS,500,0,NO,POTENCIALES,V1F1
20/02/1986,FEMENINO,CASADO,BACHILLERATO,RECOLECTOR,PROPIA,0,8000,COLIMA,28000,5,0,7,0,SI,1379,0,NO,POTENCIALES,V2F1
01/06/1985,FEMENINO,UNIONLIBRE,CARRERATECNICA,ELECTRICISTA,PROPIA,4,12000,COLIMA,28984,9,0,2,0,SINODATOS,1690.2,304,NO,POTENCIALES,V1F1
10/10/1980,FEMENINO,SOLTERO,SECUNDARIA,AYUDANTECOCINA,PROPIA,0,7200,COLIMA,28984,2,0,0,7,NO,1268.68,200,SI,POTENCIALES,V2F1
28/08/1992,MASCULINO,UNIONLIBRE,LICENCIATURA,CONTADOR,PROPIA,0,9600,COLIMA,28459,27,0,2,7,SINODATOS,2880,196,NO,PERDIDOS,V0F0
20/12/1996,FEMENINO,UNIONLIBRE,BACHILLERATO,COMERCIANTE,PROPIA,2,4000,COLIMA,28330,4,2,0,3,SINODATOS,1000,612,SI,PERDIDOS,V0F0
12/06/1996,MASCULINO,SOLTERO,BACHILLERATO,ASESOR,PADRES,0,6000,COLIMA,28000,3,0,0,3,NO,1500,0,NO,LEALTAD,V3F3
02/06/1989,FEMENINO,UNIONLIBRE,BACHILLERATO,EMPLEADO EN GENERAL,PROPIA,0,5000,COLIMA,28000,0,5,2,0,NO,1445.4,562.66,NO,POTENCIALES,V1F1
02/09/1992,FEMENINO,SOLTERO,LICENCIATURA,ENFERMERO,PADRES,0,6500,COLIMA,28400,24,0,1,6,NO,1820,0,NO,POTENCIALES,V2F1
26/05/1992,MASCULINO,SOLTERO,SECUNDARIA,COMERCIANTE,PROPIA,0,30000,COLIMA,28310,27,0,3,0,SINDATO,1569.9,336.1,SI,POTENCIALES,V1F1
13/03/1994,FEMENINO,UNIONLIBRE,SECUNDARIA,AMACASA,PADRES,0,0,COLIMA,28040,6,0,6,0,SINODATOS,500,0,NO,POTENCIALES,V1F1
18/08/1971,MASCULINO,SOLTERO,SECUNDARIA,MANTENIMIENTO,RENTADA,0,6000,COLIMA,28984,0,9,1,0,NO,1260,283.64,SI,POTENCIALES,V1F1
04/12/1995,MASCULINO,SOLTERO,LICENCIATURA,TERAPEUTA,RENTADA,0,100000,COLIMA,28017,3,6,2,0,NO,1782.5,0,NO,POTENCIALES,V1F1
27/05/1985,MASCULINO,SOLTERO,LICENCIATURA,ADMINISTRADOR,PROPIA,0,10000,COLIMA,28978,10,0,4,0,NO,2676.6,210.3,NO,POTENCIALES,V1F1
16/07/1992,FEMENINO,CASADO,CARRERATECNICA,PROPIETARIO1,PADRES,0,15000,COLIMA,28000,27,0,4,0,NO,2473.8,0,SI,POTENCIALES,V2F1
24/06/1970,MASCULINO,UNIONLIBRE,SECUNDARIA,VIGILANTE,RENTADA,0,6000,COLIMA,28000,6,0,1,6,NO,1271.4,1210.56,NO,POTENCIALES,V1F1
14/09/1978,MASCULINO,UNIONLIBRE,SECUNDARIA,JEFEDETIENDA,FAMILIARES,0,6000,COLIMA,28000,2,0,10,0,NO,1560,198,SI,PERDIDOS,V0F0
24/02/1968,MASCULINO,SOLTERO,SECUNDARIA,MOLINERO,FAMILIARES,0,30000,COLIMA,28000,52,0,25,0,NO,992.34,0,NO,POTENCIALES,V2F2
14/09/2001,MASCULINO,SOLTERO,BACHILLERATO,OPERARIO DE PRODUCCION,FAMILIARES,0,6000,COLIMA,28974,18,0,0,6,NO,1327.5,0,NO,POTENCIALES,V1F1
23/01/1999,MASCULINO,SOLTERO,BACHILLERATO,PROMOTOR,PADRES,0,9000,COLIMA,28074,20,0,3,0,NO,1475,197.26,SI,PERDIDOS,V0F0
18/08/1988,MASCULINO,UNIONLIBRE,BACHILLERATO,LINEAINTENSIVA,RENTADA,0,9308,COLIMA,28000,0,6,13,0,SI,1906.24,200,NO,POTENCIALES,V1F1
09/01/1992,MASCULINO,CASADO,SECUNDARIA,AUXGRAL,PROPIA,2,8000,COLIMA,28983,1,0,6,0,SINODATOS,1703.52,0,SI,POTENCIALES,V1F1
19/07/2001,MASCULINO,SOLTERO,BACHILLERATO,AYUDANTE EN GENERAL,PADRES,0,6000,COLIMA,28979,12,0,7,0,NO,1199.75,0,NO,POTENCIALES,V2F1
28/09/2001,FEMENINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PROPIA,0,4400,COLIMA,28520,18,0,0,5,SINODATOS,1100,0,NO,POTENCIALES,V1F1
11/09/1988,FEMENINO,SOLTERO,SECUNDARIA,VENDEDOR,PROPIA,0,7000,COLIMA,28000,2,0,4,0,NO,1460.16,0,SI,POTENCIALES,V1F1
07/08/1999,MASCULINO,SOLTERO,LICENCIATURA,PEON,PADRES,0,5000,COLIMA,28000,1,11,14,0,NO,1250,0,NO,POTENCIALES,V1F1
06/04/1991,FEMENINO,CASADO,LICENCIATURA,PROFESOR,PROPIA,2,8500,COLIMA,28078,2,0,3,0,SI,2289.8,318.34,NO,PERDIDOS,V1F1
01/12/1957,MASCULINO,CASADO,BACHILLERATO,JUBILADO,RENTADA,2,5470,COLIMA,28000,2,0,5,0,SINODATOS,1221,1696.28,NO,POTENCIALES,V2F2
27/08/1993,FEMENINO,SOLTERO,LICENCIATURA,INSTRUCTOR,PADRES,0,3400,COLIMA,28050,9,0,0,3,NO,625,0,NO,POTENCIALES,V1F3
27/10/1976,MASCULINO,CASADO,BACHILLERATO,HERRERO,PAGANDOLA,0,10000,COLIMA,28050,9,0,15,0,SINODATOS,1435.15,398,NO,POTENCIALES,V2F1
23/05/1994,MASCULINO,SOLTERO,LICENCIATURA,PARAMEDICO,PADRES,0,5470,COLIMA,28984,6,0,2,0,NO,1367.5,394,NO,POTENCIALES,V2F2
10/07/1978,FEMENINO,CASADO,LICENCIATURA,COORDINADOR,FAMILIARES,0,14000,COLIMA,28078,12,0,7,0,SI,3192.44,200,SI,CAMPEONES,V5F5
28/04/1993,MASCULINO,SOLTERO,LICENCIATURA,PROFESOR,RENTADA,0,5000,COLIMA,28000,22,0,0,3,NO,950,0,NO,POTENCIALES,V3F1
16/07/1962,MASCULINO,CASADO,SECUNDARIA,CHOFER,PROPIA,0,6000,COLIMA,28985,23,0,8,0,SINODATOS,1705.15,0,NO,POTENCIALES,V1F1
14/03/1978,FEMENINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PROPIA,0,4800,COLIMA,28620,35,0,2,0,SINODATOS,945.79,0,SI,POTENCIALES,V1F2
12/06/1974,MASCULINO,CASADO,LICENCIATURA,DUENOPEQUENEG,PROPIA,0,30000,COLIMA,28983,10,6,2,6,SINODATOS,1825.42,78.38,SI,LEALTAD,V3F3
19/02/1986,FEMENINO,SOLTERO,BACHILLERATO,INTENDENTE,PADRES,1,4000,COLIMA,28400,2,0,0,5,SINODATOS,1018.54,0,SI,LEALTAD,V3F3
23/08/1970,MASCULINO,SOLTERO,CARRERATECNICA,JEFEAREASINLIC,PROPIA,0,10000,COLIMA,28000,1,3,18,0,SINODATOS,2455.42,288,SI,PERDIDOS,V1F1
04/04/1991,FEMENINO,SOLTERO,MAESTRIA,PROFESOR,FAMILIARES,0,18000,COLIMA,28070,10,0,3,0,NO,1705.15,501.6,NO,POTENCIALES,V3F2
23/04/1989,FEMENINO,SOLTERO,BACHILLERATO,ESTILISTA,RENTADA,1,6000,COLIMA,28000,1,5,7,0,SINODATOS,685.79,7.84,SI,POTENCIALES,V3F2
23/08/1993,FEMENINO,SOLTERO,LICENCIATURA,COCINERO,FAMILIARES,0,6000,COLIMA,28000,0,6,0,7,NO,1420.96,0,SI,CAMPEONES,V4F5
23/08/1993,FEMENINO,UNIONLIBRE,BACHILLERATO,VENDEDOR,RENTADA,0,5825,COLIMA,28000,1,0,1,0,SINODATOS,1252.5,0,SI,CAMPEONES,V4F5
23/08/1993,FEMENINO,SOLTERO,LICENCIATURA,PSICOLOGO,PADRES,0,8000,COLIMA,28040,1,10,5,0,NO,500,0,SI,CAMPEONES,V4F5
25/01/1998,MASCULINO,SOLTERO,SECUNDARIA,PARRILLERO,FAMILIARES,0,6000,COLIMA,28040,10,0,0,8,NO,909.41,0,NO,PERDIDOS,V1F1
15/04/1970,FEMENINO,UNIONLIBRE,BACHILLERATO,PLANCHADOR,FAMILIARES,0,6000,COLIMA,28979,0,1,3,0,NO,945.79,160.72,NO,PERDIDOS,V1F2
19/01/1983,FEMENINO,SOLTERO,SECUNDARIA,CHEF,PADRES,0,5000,COLIMA,28000,1,4,12,0,SINODATOS,1018.54,291,NO,POTENCIALES,V3F2
15/12/1998,FEMENINO,SOLTERO,SECUNDARIA,AYUDANTE EN GENERAL,PADRES,0,4000,COLIMA,28000,18,0,2,0,NO,909.41,0,NO,PERDIDOS,V1F1
11/04/1979,FEMENINO,CASADO,LICENCIATURA,EMPLEADO EN GENERAL,PADRES,0,4000,COLIMA,28979,0,5,3,0,NO,1091.29,0,NO,POTENCIALES,V2F2
11/02/1975,FEMENINO,SOLTERO,BACHILLERATO,EMPDOMESTICA,PROPIA,0,6000,COLIMA,28000,36,0,22,0,NO,1091.29,52.92,NO,LEALTAD,V3F3
03/12/1967,MASCULINO,CASADO,SECUNDARIA,CHOFER,PAGANDOLA,2,10000,COLIMA,28307,11,0,13,0,SINODATOS,1525.15,500.82,SI,POTENCIALES,V1F1
02/06/1995,FEMENINO,SOLTERO,LICENCIATURA,ENFERMEROTECNICO,PADRES,0,7500,COLIMA,28040,12,0,3,0,NO,1420.96,0,NO,LEALTAD,V3F3
19/08/1998,FEMENINO,SOLTERO,BACHILLERATO,VENDEDORPISO,PADRES,0,4000,COLIMA,28979,3,0,0,3,NO,909.41,0,SI,CAMPEONES,V4F5
20/02/1977,FEMENINO,CASADO,PRIMARIA,EMPDOMESTICA,RENTADA,0,6000,COLIMA,28979,1,3,2,0,SINODATOS,945.79,0,NO,LEALTAD,V3F4
12/09/1970,FEMENINO,CASADO,PRIMARIA,RANCHERO,PROPIA,0,8000,COLIMA,28048,0,2,6,0,SINODATOS,1705.15,209.76,NO,LEALTAD,V4F3
21/10/1955,FEMENINO,CASADO,LICENCIATURA,JUBILADO,PROPIA,0,18000,COLIMA,28500,4,0,13,0,SINODATOS,1756.3,884.08,NO,POTENCIALES,V1F1
26/06/1957,FEMENINO,CASADO,SECUNDARIA,VENDALIMENTOS,PROPIA,0,5000,COLIMA,28048,18,0,8,0,SINODATOS,1091.29,0,NO,POTENCIALES,V2F2
01/09/1987,MASCULINO,SOLTERO,LICENCIATURA,ANALISTA,RENTADA,0,10400,COLIMA,28984,3,0,1,0,NO,1171.47,198,NO,ATENCION ALTA,V3F2
18/11/1965,MASCULINO,CASADO,PRIMARIA,CHOFER,PROPIA,0,7000,COLIMA,28040,30,0,25,0,SINODATOS,1705.15,0,SI,POTENCIALES,V2F2
06/07/1995,FEMENINO,SOLTERO,LICENCIATURA,AUX DE SERVICIOS,RENTADA,0,4000,COLIMA,28000,1,4,0,2,NO,609.41,7.6,NO,POTENCIALES,V2F2
20/03/1981,FEMENINO,CASADO,LICENCIATURA,CORDINADORA,PROPIA,0,16000,COLIMA,28100,1,8,11,0,SINODATOS,2455.42,493.9,NO,LEALTAD,V3F3
07/11/1998,FEMENINO,UNIONLIBRE,SECUNDARIA,VENDENDOMICLIO,FAMILIARES,0,3000,COLIMA,28979,3,0,1,0,SINODATOS,750,0,NO,POTENCIALES,V1F1
07/11/1998,FEMENINO,UNIONLIBRE,SECUNDARIA,DEPENDIENTE,FAMILIARES,0,3600,COLIMA,28979,4,0,2,0,NO,900,0,NO,POTENCIALES,V1F1
28/06/1983,FEMENINO,CASADO,SECUNDARIA,ENCARGADO DE COCINA,RENTADA,0,4500,COLIMA,28000,5,0,10,0,SINODATOS,945.53,0,SI,POTENCIALES,V1F1
28/06/1985,FEMENINO,UNIONLIBRE,BACHILLERATO,CAJERO,FAMILIARES,0,6700,COLIMA,28500,2,4,1,6,SINODATOS,1018.54,294,SI,POTENCIALES,V3F2
01/10/1979,FEMENINO,CASADO,SECUNDARIA,PROPIETARIO1,FAMILIARES,0,8000,COLIMA,28984,2,0,2,0,SINODATOS,1705.15,194,NO,POTENCIALES,V2F2
24/08/1986,FEMENINO,DIVORCIADO,SECUNDARIA,PROMOTOR,PROPIA,0,4000,COLIMA,28983,1,6,3,0,SINODATOS,784,119.04,NO,LEALTAD,V3F4
01/07/1973,MASCULINO,UNIONLIBRE,SECUNDARIA,AUX DE SERVICIOS,PROPIA,1,14000,COLIMA,28040,15,0,27,0,SINODATOS,1018.54,227.66,SI,POTENCIALES,V2F1
11/03/1969,FEMENINO,VIUDO,SECUNDARIA,CHEF,PROPIA,1,5000,COLIMA,28000,2,0,2,0,SINODATOS,1091.29,398,NO,PERDIDOS,V1F1
15/11/1958,MASCULINO,CASADO,PRIMARIA,EMPLEADO EN GENERAL,PROPIA,0,8000,COLIMA,28989,5,0,23,0,SINODATOS,1091.29,203.96,NO,POTENCIALES,V2F1
06/07/1990,MASCULINO,CASADO,LICENCIATURA,PROFESOR,PROPIA,0,16000,COLIMA,28000,1,0,3,0,NO,1705.15,462.16,NO,POTENCIALES,V1F1
30/06/1995,FEMENINO,CASADO,LICENCIATURA,ASISTEDUCATIVO,PADRES,0,4000,COLIMA,28000,1,6,1,0,SINODATOS,1000,0,NO,POTENCIALES,V3F2
16/05/1977,FEMENINO,UNIONLIBRE,LICENCIATURA,MANTENIMIENTO,RENTADA,0,4000,COLIMA,28979,1,0,0,4,SINODATOS,500,484.2,SI,POTENCIALES,V1F2
30/01/1999,MASCULINO,SOLTERO,BACHILLERATO,EMPLEADO EN GENERAL,PADRES,0,3600,COLIMA,28000,3,0,3,0,NO,900,0,NO,POTENCIALES,V1F1
20/03/1961,FEMENINO,CASADO,PRIMARIA,EMPDOMESTICA,PROPIA,0,3000,COLIMA,28530,30,0,6,0,SINODATOS,1500,0,NO,POTENCIALES,V3F2
12/11/1962,MASCULINO,CASADO,LICENCIATURA,PROPIETARIO1,PROPIA,0,40000,COLIMA,28979,11,0,20,0,SINODATOS,1756.3,599.36,NO,POTENCIALES,V1F1
18/01/1978,MASCULINO,DIVORCIADO,BACHILLERATO,CHOFER,PATRON,0,12000,COLIMA,28000,8,0,14,0,SINODATOS,1756.3,591.36,NO,POTENCIALES,V2F2
07/07/1987,MASCULINO,CASADO,LICENCIATURA,VENDENDOMICLIO,PAGANDOLA,0,16000,COLIMA,28000,8,0,8,0,SINODATOS,939.21,0,NO,POTENCIALES,V2F1
24/04/1950,FEMENINO,SEPARADO,PRIMARIA,DUEÑO DE TAXI,PROPIA,0,16000,COLIMA,28050,40,0,30,0,SINODATOS,585.43,0,SI,PERDIDOS,V2F1
15/09/1981,MASCULINO,CASADO,BACHILLERATO,CHOFER,PROPIA,0,12000,COLIMA,28000,13,0,2,0,SINODATOS,1639.21,0,NO,POTENCIALES,V1F1
23/03/1995,MASCULINO,SOLTERO,BACHILLERATO,CONTROLADOR,PADRES,0,7200,COLIMA,28600,23,0,4,0,NO,936.69,0,NO,POTENCIALES,V2F2
05/05/2000,MASCULINO,SOLTERO,BACHILLERATO,COMERCIANTE,PADRES,0,4000,COLIMA,28400,0,8,2,0,NO,936.69,0,NO,POTENCIALES,V3F2
30/06/1965,FEMENINO,CASADO,SECUNDARIA,VENDCATAPARCIAL,PROPIA,0,6000,COLIMA,28984,7,0,4,2,SINODATOS,1049.09,0,SI,POTENCIALES,V2F2
09/06/1985,MASCULINO,CASADO,SECUNDARIA,CHOFER,PROPIA,0,9000,COLIMA,28984,2,9,9,0,SINODATOS,1756.3,980.1,SI,PERDIDOS,V1F1
05/06/1993,MASCULINO,SOLTERO,BACHILLERATO,CAJERO,PADRES,0,4000,COLIMA,28979,25,0,1,0,NO,1049.09,0,NO,PERDIDOS,V3F1
09/03/1987,FEMENINO,CASADO,CARRERATECNICA,COMERCIANTE,FAMILIARES,0,8000,COLIMA,28984,3,0,3,0,SINODATOS,750,469.66,NO,PERDIDOS,V1F1
20/01/1977,FEMENINO,SOLTERO,LICENCIATURA,PROPIETARIO1,RENTADA,0,25000,COLIMA,28983,0,8,2,6,NO,613.58,0,NO,PERDIDOS,V2F1
11/10/1972,MASCULINO,UNIONLIBRE,SECUNDARIA,COMERCIANTE,PROPIA,0,10000,COLIMA,28000,2,3,3,0,SINODATOS,1049.09,70.12,SI,POTENCIALES,V3F2
23/08/1999,FEMENINO,UNIONLIBRE,BACHILLERATO,EMPENDOMICILIO,PADRES,0,3800,COLIMA,28000,5,0,0,5,NO,936.69,0,SI,POTENCIALES,V3F2
11/06/2000,FEMENINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,4800,COLIMA,28040,10,0,1,4,NO,936.69,0,SI,POTENCIALES,V2F2
05/07/1982,MASCULINO,SOLTERO,LICENCIATURA,SECRETARIA,RENTADA,0,22000,COLIMA,28983,1,6,4,0,NO,674.03,894.42,NO,ATENCION ALTA,V2F2
22/06/1996,MASCULINO,SOLTERO,CARRERATECNICA,MECANICO,PADRES,0,8000,JALISCO,46540,0,1,1,6,NO,1463.58,188.1,NO,POTENCIALES,V3F2
17/09/1996,MASCULINO,SOLTERO,BACHILLERATO,AUXALMACEN,PADRES,0,4000,COLIMA,28000,1,3,0,9,NO,936.69,150.48,SI,ATENCION MEDIA,V1F1
25/08/1970,FEMENINO,CASADO,SECUNDARIA,PROPIETARIOTDA,PROPIA,0,7000,JALISCO,49850,15,0,7,0,SINODATOS,2100,0,SI,POTENCIALES,V1F1
25/08/1970,FEMENINO,CASADO,BACHILLERATO,DUENOPEQUENEG,PROPIA,0,12000,JALISCO,46540,5,0,15,0,SINDATO,2632.24,0,SI,POTENCIALES,V1F1
11/06/1983,MASCULINO,SOLTERO,LICENCIATURA,PROPIETARIO1,PADRES,0,6000,COLIMA,28000,20,0,10,0,NO,1800,213.84,SI,POTENCIALES,V1F1
11/06/1983,MASCULINO,SOLTERO,LICENCIATURA,PROPIETARIO1,PADRES,0,10000,COLIMA,28000,25,0,10,0,NO,1258.09,211.82,SI,POTENCIALES,V1F1
21/05/1975,MASCULINO,CASADO,POSTGRADO,PROFESOR,PAGANDOLA,0,32000,COLIMA,28307,10,0,15,0,NO,1013.36,1894.82,NO,PERDIDOS,V0F0
27/09/1984,MASCULINO,SOLTERO,LICENCIATURA,JEFE DE OFICINA,PADRES,0,7600,COLIMA,28985,20,0,4,0,NO,1705.15,546.82,SI,POTENCIALES,V1F1
12/02/1988,FEMENINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,PROPIA,0,16000,COLIMA,28040,32,0,1,0,NO,1252.68,90,NO,POTENCIALES,V2F1
30/09/1961,FEMENINO,VIUDO,CARRERATECNICA,LAVAROPA,PROPIA,0,20000,COLIMA,28237,3,10,28,0,SINODATOS,1705.15,868,SI,PERDIDOS,V2F1
12/07/1973,FEMENINO,UNIONLIBRE,SECUNDARIA,INTENDENTE,PAGANDOLA,0,8000,COLIMA,28983,6,0,2,0,SINODATOS,851.29,294,SI,PERDIDOS,V0F0
12/07/1973,FEMENINO,CASADO,SECUNDARIA,INTENDENTE,PROPIA,0,8000,COLIMA,28984,20,0,2,0,SINODATOS,1504.98,983.02,SI,PERDIDOS,V0F0
06/09/1989,FEMENINO,DIVORCIADO,LICENCIATURA,COORDINADOR,PROPIA,0,8200,COLIMA,28019,12,0,10,0,SINODATOS,2460,526.7,SI,PERDIDOS,V1F1
09/02/1980,FEMENINO,SOLTERO,SECUNDARIA,VENDEDOR,FAMILIARES,0,7080,COLIMA,28000,3,6,26,0,NO,2124,176.28,SI,LEALTAD,V5F2
23/12/1971,FEMENINO,CASADO,BACHILLERATO,EMPDOMESTICA,PROPIA,0,5000,COLIMA,28000,20,0,15,0,SINODATOS,1283.7,140.7,NO,POTENCIALES,V1F1
