FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,PUESTO,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,ESTADO,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2
17/09/1993,FEMENINO,SOLTERO,LICENCIATURA,SECRETARIA,PADRES,0,14500,COLIMA,28000,2,6,1,0,NO,909.41,40,NO,PERDIDOS,V1F1
19/07/1995,FEMENINO,SOLTERO,LICENCIATURA,PROFESOR,PADRES,0,3000,COLIMA,28984,2,0,1,0,NO,750,0,NO,POTENCIALES,V2F2
27/11/1953,MASCULINO,SOLTERO,LICENCIATURA,PREFECTO,PADRES,0,11500,COLIMA,28000,50,0,30,0,SINODATOS,1705.15,382,SI,POTENCIALES,V1F2
20/04/1969,MASCULINO,UNIONLIBRE,SECUNDARIA,EMPLEADO EN GENERAL,PROPIA,0,7500,COLIMA,28610,48,0,6,0,NO,945.79,0,SI,POTENCIALES,V3F1
25/12/1989,MASCULINO,SOLTERO,BACHILLERATO,MANTENIMIENTO,PRESTADA,0,7000,COLIMA,28792,3,0,3,0,NO,945.79,0,NO,POTENCIALES,V1F2
28/01/1972,MASCULINO,CASADO,SECUNDARIA,CONSTRUCTOR,RENTADA,0,12000,COLIMA,28000,5,0,9,0,SINODATOS,1591.72,198,NO,POTENCIALES,V3F2
19/04/1990,FEMENINO,SOLTERO,BACHILLERATO,GUARDSEG,PAGANDOLA,0,7000,COLIMA,28984,2,2,1,8,NO,641.29,316.6,SI,POTENCIALES,V3F2
16/05/1987,FEMENINO,SOLTERO,BACHILLERATO,ESTILISTA,PADRES,0,8000,COLIMA,28984,5,0,11,0,SINODATOS,1091.29,198,SI,POTENCIALES,V3F2
10/06/1971,FEMENINO,CASADO,CARRERATECNICA,ENCCOOP,PROPIA,0,6000,COLIMA,28000,12,0,4,0,SINODATOS,1091.29,0,NO,PERDIDOS,V1F1
20/08/1986,FEMENINO,UNIONLIBRE,LICENCIATURA,LABORATORISTA,RENTADA,0,12000,COLIMA,28070,0,4,1,0,SINODATOS,2327.63,276.42,NO,PERDIDOS,V1F1
15/10/1986,MASCULINO,UNIONLIBRE,POSTGRADO,MAESTROBACH,RENTADA,0,17000,COLIMA,28070,2,0,3,0,SINODATOS,1675.42,1033.12,NO,PERDIDOS,V1F1
21/09/1964,FEMENINO,CASADO,LICENCIATURA,PROFESOR,PROPIA,0,15000,COLIMA,28985,15,0,24,0,NO,1705.15,579.5,NO,PERDIDOS,V1F1
17/03/1989,FEMENINO,SOLTERO,CARRERATECNICA,ESTILISTA,PADRES,0,8000,COLIMA,28000,15,0,5,0,SINODATOS,1018.54,0,NO,LEALTAD,V3F3
27/03/1994,MASCULINO,SOLTERO,PRIMARIA,REPARACIONES,RENTADA,0,8000,COLIMA,28500,5,6,1,0,SINODATOS,784.41,0,SI,PERDIDOS,V1F1
27/03/1974,FEMENINO,CASADO,SECUNDARIA,PROPIETARIO49,PROPIA,0,7000,COLIMA,28000,13,0,15,0,SINODATOS,2100,0,NO,POTENCIALES,V1F1
26/01/1963,MASCULINO,CASADO,SECUNDARIA,COMDIFDOMICILIO,PROPIA,2,15000,COLIMA,28987,2,2,25,0,SINODATOS,1477.79,0,NO,POTENCIALES,V3F2
05/08/1983,MASCULINO,CASADO,PRIMARIA,VENDEDORPISO,RENTADA,0,10000,COLIMA,28000,3,0,10,0,SINODATOS,881.29,456.5,NO,POTENCIALES,V2F1
06/10/1992,MASCULINO,SOLTERO,LICENCIATURA,JURIDICO,FAMILIARES,0,12000,COLIMA,28078,25,1,1,3,NO,3087.46,0,NO,PERDIDOS,V1F1
06/06/1976,MASCULINO,CASADO,SECUNDARIA,AUX DE SERVICIOS,PROPIA,0,6000,COLIMA,28450,12,0,20,0,SINODATOS,1018.54,0,SI,POTENCIALES,V3F2
25/12/1981,MASCULINO,SOLTERO,LICENCIATURA,PROFESOR,PROPIA,0,8000,COLIMA,28979,20,0,4,0,SINODATOS,1705.15,88.32,NO,PERDIDOS,V1F1
25/12/1981,MASCULINO,CASADO,LICENCIATURA,PROFESOR,PROPIA,0,10000,COLIMA,28979,21,0,5,6,SINODATOS,1756.3,200,NO,PERDIDOS,V1F1
02/08/1977,FEMENINO,CASADO,LICENCIATURA,CONTADOR,PAGANDOLA,0,20000,COLIMA,28000,5,0,8,0,SINODATOS,3123.89,265.72,NO,POTENCIALES,V1F2
06/12/1994,MASCULINO,CASADO,SECUNDARIA,ALBANIL,PROPIA,0,10500,COLIMA,28000,5,0,4,0,NO,1420.96,9.5,NO,POTENCIALES,V3F2
23/02/1990,FEMENINO,SOLTERO,LICENCIATURA,ABOGADO,PROPIA,0,11000,COLIMA,28000,6,8,0,6,NO,3273.89,156.6,NO,POTENCIALES,V1F1
29/11/1984,FEMENINO,CASADO,PRIMARIA,REPOSTERO,PROPIA,0,3400,COLIMA,28000,5,0,1,0,NO,952,104.98,SI,PERDIDOS,V1F1
16/02/1999,FEMENINO,UNIONLIBRE,SECUNDARIA,JEFEDETIENDA,FAMILIARES,0,5000,COLIMA,28047,13,0,1,0,NO,500,0,SI,POTENCIALES,V2F2
15/07/1994,FEMENINO,CASADO,BACHILLERATO,INTENDENTE,RENTADA,0,12000,COLIMA,28000,0,11,0,2,SINODATOS,673.41,49.88,SI,POTENCIALES,V2F2
31/01/1966,FEMENINO,CASADO,LICENCIATURA,JUBILADO,PROPIA,0,10000,COLIMA,28000,0,1,9,0,SINODATOS,1965.77,772,NO,POTENCIALES,V1F1
02/02/1939,FEMENINO,VIUDO,BACHILLERATO,JUBILADO,PROPIA,0,5000,COLIMA,28000,80,0,25,0,SINODATOS,1500,0,SI,POTENCIALES,V1F1
06/09/1999,MASCULINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,5600,COLIMA,28000,19,0,3,0,NO,1048.41,0,NO,POTENCIALES,V1F1
11/01/1960,MASCULINO,CASADO,LICENCIATURA,ABARROTERO,FAMILIARES,0,15000,COLIMA,28304,0,2,10,0,SINDATO,1174.21,624.62,SI,PERDIDOS,V0F0
11/07/1960,MASCULINO,CASADO,BACHILLERATO,PROPIETARIO1,FAMILIARES,0,10000,COLIMA,28000,14,0,20,0,SINODATOS,1174.21,199.96,NO,POTENCIALES,V3F2
13/04/1995,MASCULINO,SOLTERO,BACHILLERATO,PEONGRAL,PADRES,0,6400,COLIMA,28000,23,0,4,0,SINODATOS,1048.41,0,NO,POTENCIALES,V2F1
02/02/1995,MASCULINO,SOLTERO,LICENCIATURA,JEFEDETIENDA,PADRES,0,10000,COLIMA,28000,24,0,0,5,NO,1638.14,0,NO,POTENCIALES,V1F1
15/09/1989,MASCULINO,UNIONLIBRE,BACHILLERATO,EMPLEADO EN GENERAL,RENTADA,0,10000,COLIMA,28000,3,0,5,6,SINODATOS,658.6,0,NO,POTENCIALES,V2F1
15/03/1992,MASCULINO,UNIONLIBRE,SECUNDARIA,PARRILLERO,FAMILIARES,0,10000,COLIMA,28000,4,0,7,0,SINODATOS,1090.34,-38.37,SI,POTENCIALES,V2F2
03/04/1989,MASCULINO,SOLTERO,SECUNDARIA,AYUDANTE EN GENERAL,FAMILIARES,0,6000,COLIMA,28000,1,8,0,6,NO,1090.34,58,NO,ATENCION ALTA,V3F2
21/08/1971,FEMENINO,CASADO,PRIMARIA,MANTGANADO,PROPIA,0,4000,COLIMA,28000,30,0,1,0,SINODATOS,500,0,NO,PERDIDOS,V1F1
04/05/1992,FEMENINO,SOLTERO,BACHILLERATO,DEPENDIENTE,PADRES,0,4000,COLIMA,28300,27,0,1,0,NO,672,122,SI,POTENCIALES,V1F1
09/06/1960,FEMENINO,CASADO,BACHILLERATO,COMERCIANTE,PROPIA,0,16000,COLIMA,28000,5,4,14,0,SINODATOS,1174.21,-72.24,SI,PERDIDOS,V1F2
29/08/1967,MASCULINO,CASADO,BACHILLERATO,MANTENIMIENTO,PADRES,0,10000,COLIMA,28000,15,0,15,0,SINODATOS,1258.09,0.32,NO,ATENCION MEDIA,V1F1
21/04/1995,FEMENINO,SOLTERO,LICENCIATURA,ASESOR,RENTADA,0,7000,COLIMA,28000,0,8,1,0,NO,500,0,NO,PERDIDOS,V1F1
06/09/1957,MASCULINO,SOLTERO,CARRERATECNICA,ALBANILAYUDANTE,PROPIA,0,10000,COLIMA,28000,17,0,0,4,SINODATOS,1258.09,441.52,SI,PERDIDOS,V0F0
06/09/1957,MASCULINO,SOLTERO,LICENCIATURA,ALBANIL,PROPIA,0,10000,COLIMA,28000,20,0,40,0,NO,2173.2,278,SI,PERDIDOS,V0F0
05/03/1994,FEMENINO,SOLTERO,LICENCIATURA,PROFESOR,PADRES,0,10600,COLIMA,28000,23,0,0,6,SINODATOS,1834.72,0,NO,POTENCIALES,V2F1
28/01/1981,FEMENINO,SOLTERO,CARRERATECNICA,AUXALMACEN,RENTADA,0,6000,COLIMA,28000,1,0,10,0,NO,673.41,0,NO,POTENCIALES,V1F1
14/06/1995,MASCULINO,SOLTERO,SECUNDARIA,AYUDANTEMECANICO,RENTADA,0,6000,COLIMA,28000,1,0,4,0,NO,748.41,301.84,SI,ATENCION MEDIA,V1F1
25/05/1988,FEMENINO,CASADO,SECUNDARIA,VENDENDOMICLIO,FAMILIARES,0,10000,COLIMA,28000,8,0,5,0,SINODATOS,1834.72,0,NO,POTENCIALES,V1F1
07/08/1998,FEMENINO,CASADO,SECUNDARIA,EMPDOMESTICA,FAMILIARES,0,4800,COLIMA,28978,0,6,1,0,SINODATOS,1048.41,3.92,NO,POTENCIALES,V2F1
17/02/2000,MASCULINO,SOLTERO,BACHILLERATO,REPARTIDOR,PADRES,0,7200,COLIMA,28550,4,0,3,0,NO,1048.41,0,NO,POTENCIALES,V2F2
30/01/1981,FEMENINO,CASADO,SECUNDARIA,EMPDOMESTICA,PROPIA,0,4500,COLIMA,28000,18,0,3,0,SINODATOS,1174.21,0,NO,POTENCIALES,V1F1
05/05/1995,FEMENINO,SOLTERO,LICENCIATURA,ABOGADO,PADRES,0,12000,COLIMA,28000,0,7,2,6,NO,3000,196,NO,ATENCION MEDIA,V1F1
06/10/1990,FEMENINO,SOLTERO,LICENCIATURA,ENFERMERO,PADRES,0,10000,COLIMA,28000,18,0,3,0,NO,2555.51,53.94,NO,POTENCIALES,V2F2
14/01/1987,MASCULINO,SOLTERO,SECUNDARIA,TRANSPORTISTA,PROPIA,0,10000,COLIMA,28000,10,0,3,6,NO,2555.51,426.3,SI,PERDIDOS,V1F1
31/01/1963,FEMENINO,CASADO,BACHILLERATO,RECEPCIONISTANEG,PROPIA,0,6000,COLIMA,28000,3,0,1,0,SINODATOS,1800,33.06,NO,POTENCIALES,V2F2
14/03/1994,MASCULINO,SOLTERO,BACHILLERATO,SECRETARIA,PADRES,0,8000,COLIMA,28000,25,0,9,0,NO,1174.21,0,SI,PERDIDOS,V1F1
31/01/1996,FEMENINO,SOLTERO,BACHILLERATO,DEPENDIENTE,PADRES,0,6000,COLIMA,28979,1,0,0,8,NO,1048.41,0,SI,POTENCIALES,V1F1
04/06/1999,FEMENINO,SOLTERO,BACHILLERATO,VENDEDOR,PADRES,0,4194,COLIMA,28000,15,0,1,3,NO,1048.41,94,NO,PERDIDOS,V1F1
30/06/2000,MASCULINO,SOLTERO,BACHILLERATO,DEPENDIENTE,PADRES,0,3600,COLIMA,28000,10,0,3,0,NO,900,0,NO,PERDIDOS,V1F1
08/03/1997,FEMENINO,SOLTERO,BACHILLERATO,SUBGERENTE,PADRES,0,9200,COLIMA,28000,6,0,1,7,SINODATOS,1638.14,514.1,NO,POTENCIALES,V1F1
27/10/1969,MASCULINO,DIVORCIADO,PRIMARIA,DUENOPEQUENEG,PADRES,0,6000,COLIMA,28000,11,9,1,6,SINODATOS,1680,0,NO,POTENCIALES,V1F1
21/11/2000,FEMENINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PADRES,0,7000,COLIMA,28000,18,0,6,0,NO,1048.41,0,NO,POTENCIALES,V3F2
14/04/2001,FEMENINO,SOLTERO,SECUNDARIA,MESERO,PADRES,0,4400,COLIMA,28973,17,0,0,1,NO,1048.41,0,NO,PERDIDOS,V0F0
31/03/1982,MASCULINO,SOLTERO,SECUNDARIA,DUENOPEQUENEG,PAGANDOLA,0,20000,COLIMA,28000,10,0,3,0,NO,778.09,669.92,NO,POTENCIALES,V2F2
09/11/1992,MASCULINO,CASADO,BACHILLERATO,CARNICERO,PADRES,0,6400,COLIMA,28000,2,0,3,0,SINODATOS,1664,0,NO,ATENCION ALTA,V5F1
25/01/1992,FEMENINO,CASADO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,10000,COLIMA,28000,3,9,2,0,SINODATOS,1174.21,103.88,NO,POTENCIALES,V2F2
17/01/1982,MASCULINO,UNIONLIBRE,BACHILLERATO,GUARDSEG,PROPIA,0,6200,COLIMA,28070,20,0,0,6,SINODATOS,629.04,0,NO,POTENCIALES,V2F1
10/06/1996,MASCULINO,SOLTERO,BACHILLERATO,ENCAREA,FAMILIARES,0,12000,COLIMA,28000,0,5,3,0,NO,1638.14,263.9,NO,POTENCIALES,V2F1
29/07/1998,FEMENINO,SOLTERO,LICENCIATURA,COMERCIANTE,PADRES,0,6000,COLIMA,28000,21,0,4,0,NO,754.85,0,NO,POTENCIALES,V3F2
02/04/1982,FEMENINO,CASADO,LICENCIATURA,PROFESOR,FAMILIARES,0,12000,COLIMA,28000,3,0,13,0,NO,1834.72,7.5,NO,PERDIDOS,V0F0
12/01/1996,FEMENINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,FAMILIARES,0,4500,COLIMA,28000,2,0,4,6,NO,1048.41,0,NO,POTENCIALES,V3F2
22/07/1968,FEMENINO,UNIONLIBRE,BACHILLERATO,INTENDENTE,PROPIA,0,6000,COLIMA,28000,8,5,18,0,SINODATOS,1258.09,938.06,SI,POTENCIALES,V2F2
04/10/1976,FEMENINO,CASADO,SECUNDARIA,VENDCATAPARCIAL,PROPIA,0,5000,JALISCO,49840,17,0,3,6,SINODATOS,1174.21,0,NO,POTENCIALES,V1F1
18/05/1988,FEMENINO,UNIONLIBRE,LICENCIATURA,EJECUTIVO,FAMILIARES,0,15000,COLIMA,28000,2,0,1,0,SINODATOS,1965.77,770.6,NO,POTENCIALES,V1F1
09/09/1953,FEMENINO,VIUDO,SECUNDARIA,GUARDSEG,RENTADA,0,4500,COLIMA,28983,2,0,2,0,SINODATOS,894.21,29.4,SI,POTENCIALES,V1F1
08/06/2001,FEMENINO,SOLTERO,BACHILLERATO,EMPLEADO EN GENERAL,FAMILIARES,0,6000,COLIMA,28000,6,0,1,0,NO,1048.41,0,NO,POTENCIALES,V2F2
07/09/1976,FEMENINO,CASADO,CARRERATECNICA,ENFERMEROTECNICO,PROPIA,0,12000,COLIMA,28000,2,0,15,0,SINODATOS,1965.77,658,NO,POTENCIALES,V2F1
16/04/1996,FEMENINO,SOLTERO,LICENCIATURA,PROFESOR,PROPIA,0,10334,COLIMA,28180,0,6,1,0,NO,1638.14,0,NO,POTENCIALES,V3F2
11/11/1992,MASCULINO,CASADO,SECUNDARIA,CHOFER,FAMILIARES,0,30000,COLIMA,28000,3,0,1,6,SINODATOS,1965.77,655.34,NO,POTENCIALES,V1F2
06/04/1974,MASCULINO,CASADO,PRIMARIA,ALBANIL,PROPIA,0,12500,COLIMA,28450,5,3,3,0,NO,1965.77,0,NO,POTENCIALES,V1F1
21/06/1997,FEMENINO,SOLTERO,BACHILLERATO,ESTUDIANTE,PADRES,0,0,COLIMA,28000,22,0,3,6,NO,500,0,NO,PERDIDOS,V1F1
31/01/1979,FEMENINO,CASADO,MAESTRIA,AMACASA,PROPIA,1,0,COLIMA,28459,3,0,10,0,SINODATOS,900,0,NO,POTENCIALES,V1F1
02/04/1972,FEMENINO,DIVORCIADO,PRIMARIA,AUXADMVO,PROPIA,0,8000,COLIMA,28000,11,6,12,0,SINODATOS,1965.77,887.96,SI,POTENCIALES,V2F1
14/01/1986,MASCULINO,SOLTERO,SECUNDARIA,SOLDADOR,PAGANDOLA,0,9600,COLIMA,28400,3,6,5,0,SINODATOS,1695.77,1276,NO,PERDIDOS,V1F1
07/01/2000,FEMENINO,UNIONLIBRE,BACHILLERATO,DEPENDIENTE,FAMILIARES,0,4000,COLIMA,28048,4,0,1,0,SINDATO,720,0,NO,POTENCIALES,V1F1
09/02/1996,FEMENINO,SOLTERO,BACHILLERATO,VENDEDOR,FAMILIARES,0,5000,COLIMA,28985,23,0,0,6,NO,1048.41,0,SI,POTENCIALES,V2F1
04/03/2000,MASCULINO,SOLTERO,SECUNDARIA,CHOFER,PADRES,0,8000,COLIMA,28400,19,0,1,6,NO,1310.51,0,NO,LEALTAD,V3F4
07/07/1992,FEMENINO,SOLTERO,LICENCIATURA,ATENCIONCLTES,PADRES,0,6000,COLIMA,28040,25,0,0,1,NO,1174.21,0,NO,POTENCIALES,V2F1
20/11/1985,MASCULINO,UNIONLIBRE,PRIMARIA,CONTRATISTA,PROPIA,0,12800,COLIMA,28000,8,2,3,5,NO,2453.29,0,NO,POTENCIALES,V1F2
04/02/1987,FEMENINO,DIVORCIADO,BACHILLERATO,DEPENDIENTE,FAMILIARES,0,6000,COLIMA,28000,3,0,10,0,SINODATOS,1049.09,0,NO,POTENCIALES,V2F2
29/03/1983,FEMENINO,CASADO,LICENCIATURA,ENFERMERO,FAMILIARES,0,14000,COLIMA,28984,0,4,5,0,SINODATOS,2283.2,504,NO,POTENCIALES,V2F2
20/11/1972,MASCULINO,SOLTERO,BACHILLERATO,SOLDADOR,PROPIA,0,15000,COLIMA,28450,40,0,20,0,SINODATOS,1639.21,0,NO,POTENCIALES,V3F2
20/07/1977,MASCULINO,SOLTERO,PRIMARIA,ABARROTERO,PROPIA,0,5000,COLIMA,28450,40,0,10,0,NO,974.16,0,NO,ATENCION MEDIA,V1F1
07/02/1994,FEMENINO,SOLTERO,LICENCIATURA,EMPLEADO EN GENERAL,RENTADA,0,4000,COLIMA,28000,0,11,5,0,NO,786.69,176.06,SI,POTENCIALES,V2F2
14/06/1997,MASCULINO,SOLTERO,BACHILLERATO,CARNICERO,PROPIA,0,12000,COLIMA,28520,18,0,2,0,SINODATOS,1463.58,0,NO,POTENCIALES,V2F1
12/02/1950,FEMENINO,DIVORCIADO,PRIMARIA,EMPDOMESTICA,PROPIA,0,4000,COLIMA,28000,40,0,4,0,SINODATOS,1124.03,194,NO,POTENCIALES,V2F1
21/07/1997,MASCULINO,SOLTERO,BACHILLERATO,MESERO,FAMILIARES,0,2000,COLIMA,28000,20,0,1,0,NO,500,0,NO,ATENCION MEDIA,V1F1
27/12/1960,FEMENINO,VIUDO,PRIMARIA,EMPLEADO EN GENERAL,PROPIA,0,4000,COLIMA,28450,57,0,0,3,SINODATOS,974.16,0,SI,PERDIDOS,V1F1
01/02/1969,FEMENINO,SOLTERO,SECUNDARIA,ABARROTERO,PROPIA,0,8000,COLIMA,28450,49,0,20,0,NO,1124.03,157.92,NO,PERDIDOS,V1F2
26/06/1987,MASCULINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,PROPIA,0,3900,COLIMA,28048,5,0,0,6,NO,936.69,0,SI,POTENCIALES,V3F2
06/01/1966,FEMENINO,DIVORCIADO,SECUNDARIA,PROPIETARIO1,RENTADA,0,5470,COLIMA,28040,6,0,3,0,SINODATOS,1058.2,122.76,NO,POTENCIALES,V1F1
07/10/1990,MASCULINO,SOLTERO,SECUNDARIA,EMPLEADO EN GENERAL,FAMILIARES,0,9000,COLIMA,28979,27,0,10,0,NO,974.16,0,NO,PERDIDOS,V1F1
25/11/1977,MASCULINO,CASADO,SECUNDARIA,CARPINTERO,FAMILIARES,0,15000,COLIMA,28450,5,0,5,6,SINODATOS,1639.21,44.98,SI,ATENCION MEDIA,V2F1
02/04/1970,MASCULINO,CASADO,SECUNDARIA,DUENOPEQUENEG,PROPIA,0,40000,COLIMA,28450,32,0,1,0,SINODATOS,2455.42,75.24,SI,PERDIDOS,V2F1
09/07/1992,MASCULINO,SOLTERO,CARRERATECNICA,OPERARIO DE PRODUCCION,FAMILIARES,0,4800,COLIMA,28979,0,3,1,0,NO,562.01,-84,NO,POTENCIALES,V1F1
13/11/1952,MASCULINO,CASADO,PRIMARIA,JUBILADO,PROPIA,1,16000,COLIMA,28550,40,0,31,0,SINODATOS,1756.3,108.9,NO,PERDIDOS,V1F1
15/03/1963,MASCULINO,SOLTERO,BACHILLERATO,CHOFER,PROPIA,0,5470,COLIMA,28040,30,0,26,0,SINODATOS,1641,497.98,NO,POTENCIALES,V2F2
20/09/1957,FEMENINO,SOLTERO,PRIMARIA,ABARROTERO,PAGANDOLA,0,8000,COLIMA,28979,20,0,20,0,NO,524.03,295.02,SI,ATENCION MEDIA,V2F1
02/06/1994,MASCULINO,SOLTERO,LICENCIATURA,PROFESOR,PADRES,0,3800,COLIMA,28070,23,0,2,0,NO,950,0,NO,LEALTAD,V3F3
23/08/1980,MASCULINO,CASADO,SECUNDARIA,DESPACHADOR DE GASOLINA,RENTADA,0,5300,COLIMA,28000,5,0,3,0,NO,500,0,NO,PERDIDOS,V2F1
21/12/1999,FEMENINO,SOLTERO,SECUNDARIA,ESTILISTA,PRESTADA,0,4800,COLIMA,28979,0,6,2,0,NO,936.69,0,NO,POTENCIALES,V3F2
28/04/1974,FEMENINO,CASADO,SECUNDARIA,AMACASA,PROPIA,0,0,COLIMA,28459,14,0,14,0,SINODATOS,900,0,NO,POTENCIALES,V3F2
08/02/1998,FEMENINO,SOLTERO,BACHILLERATO,ENCAREA,PROPIA,0,5400,COLIMA,28510,5,0,1,6,NO,1350,0,NO,POTENCIALES,V2F2
20/11/1998,FEMENINO,SOLTERO,BACHILLERATO,CAJERO,PADRES,0,4600,COLIMA,28048,8,0,1,2,NO,936.69,0,SI,LEALTAD,V3F3
10/11/1972,FEMENINO,CASADO,SECUNDARIA,AMACASA,PADRES,2,0,COLIMA,28450,3,0,3,0,SINODATOS,2405.52,131.1,NO,POTENCIALES,V4F2
16/10/1989,MASCULINO,SOLTERO,BACHILLERATO,PROPIETARIO1,PADRES,0,10000,COLIMA,28000,2,4,3,0,NO,1756.3,12,SI,POTENCIALES,V1F1
02/06/1999,FEMENINO,SOLTERO,BACHILLERATO,VENDREPARTIDOR,FAMILIARES,0,4000,COLIMA,28000,18,0,0,4,NO,1000,0,NO,POTENCIALES,V2F1
02/12/1958,FEMENINO,DIVORCIADO,BACHILLERATO,COMERCIANTE,PROPIA,0,6000,COLIMA,28989,30,0,20,0,SINODATOS,900,385.96,NO,POTENCIALES,V1F2
14/11/1964,MASCULINO,SOLTERO,PRIMARIA,HERRERO,PROPIA,0,8000,COLIMA,28000,20,0,0,3,NO,1756.3,297,NO,CAMPEONES,V5F4
23/08/1984,MASCULINO,CASADO,LICENCIATURA,ENFERMERO,PROPIA,0,15000,COLIMA,28019,3,0,8,0,SINODATOS,2283.2,783.66,NO,POTENCIALES,V1F1
31/07/1990,MASCULINO,DIVORCIADO,SECUNDARIA,ALBANIL,RENTADA,0,11200,COLIMA,28000,0,9,10,0,SINODATOS,891.95,0,NO,POTENCIALES,V3F2
06/04/1994,MASCULINO,SOLTERO,LICENCIATURA,ENCAREA,PROPIA,0,16000,COLIMA,28868,5,0,0,1,NO,1463.58,104,NO,LEALTAD,V4F3
06/04/1994,MASCULINO,SOLTERO,LICENCIATURA,ARCHIVISTA,PROPIA,0,20900,COLIMA,28000,5,0,1,6,NO,1965.77,314.56,NO,LEALTAD,V4F3
21/12/1999,FEMENINO,SOLTERO,BACHILLERATO,EMPLEADO EN GENERAL,PADRES,0,4000,COLIMA,28089,6,0,1,0,NO,936.69,0,NO,POTENCIALES,V3F2
26/10/1957,FEMENINO,CASADO,PRIMARIA,AMACASA,PROPIA,0,0,COLIMA,28050,30,0,30,0,SINODATOS,5299.5,17.28,NO,ATENCION MEDIA,V1F1
05/06/1978,FEMENINO,CASADO,SECUNDARIA,NINERA,PROPIA,0,2000,COLIMA,28048,5,0,2,0,SINODATOS,600,297,SI,POTENCIALES,V1F1
02/10/1986,MASCULINO,UNIONLIBRE,BACHILLERATO,MECANICO,RENTADA,0,9600,COLIMA,28048,0,6,12,0,SINODATOS,1122.95,97.02,NO,PERDIDOS,V1F1
04/03/1962,MASCULINO,CASADO,SECUNDARIA,CHOFER,FAMILIARES,1,20000,COLIMA,28989,6,1,4,0,SINODATOS,1522.13,0,NO,PERDIDOS,V1F1
22/03/1993,FEMENINO,SOLTERO,BACHILLERATO,MANTENIMIENTO,FAMILIARES,0,12000,COLIMA,28979,19,0,0,6,NO,974.16,0,NO,CAMPEONES,V4F4
04/09/1997,FEMENINO,SOLTERO,LICENCIATURA,EDUCADORA,PADRES,0,5000,COLIMA,28170,16,0,3,0,NO,1048.41,366.28,NO,PERDIDOS,V1F1
09/08/1970,FEMENINO,CASADO,PRIMARIA,COMDIFDOMICILIO,PROPIA,0,45000,COLIMA,28000,12,0,15,0,NO,1965.77,774.16,NO,POTENCIALES,V1F1
21/03/2001,MASCULINO,SOLTERO,SECUNDARIA,AUXVTAS,PADRES,0,6000,COLIMA,28983,5,0,1,11,NO,1048.41,0,NO,POTENCIALES,V2F1
11/11/1960,MASCULINO,CASADO,SECUNDARIA,JUBILADO,PROPIA,0,10000,COLIMA,28040,23,0,10,0,SINODATOS,2800,0,SI,PERDIDOS,V0F0
11/11/1960,MASCULINO,CASADO,PRIMARIA,PENSIONADO,PROPIA,5,11000,COLIMA,28040,25,0,30,0,SI,2856.91,0,SI,PERDIDOS,V0F0
17/04/1985,FEMENINO,SOLTERO,LICENCIATURA,COMDIFDOMICILIO,FAMILIARES,0,15000,COLIMA,28000,3,0,3,0,NO,1834.72,214.24,SI,POTENCIALES,V1F1
12/07/2001,MASCULINO,SOLTERO,BACHILLERATO,ASISTEDUCATIVO,PADRES,0,6000,COLIMA,28000,10,0,0,4,NO,1500,0,NO,POTENCIALES,V2F1
15/10/1988,FEMENINO,CASADO,CARRERATECNICA,EMPLEADO EN GENERAL,FAMILIARES,0,6000,COLIMA,28000,1,6,0,6,NO,1090.34,9.8,NO,ATENCION MEDIA,V1F1
19/05/1992,FEMENINO,CASADO,BACHILLERATO,PROMEDUCATIVO,FAMILIARES,0,3600,COLIMA,28000,6,0,1,0,SINODATOS,748.8,0,SI,POTENCIALES,V1F1
13/09/1990,FEMENINO,UNIONLIBRE,SECUNDARIA,EMPLEADO EN GENERAL,FAMILIARES,0,8000,COLIMA,28040,1,5,2,0,SINODATOS,754.85,0,NO,POTENCIALES,V1F1
28/04/2001,FEMENINO,SOLTERO,BACHILLERATO,EMPLEADO EN GENERAL,PROPIA,0,5000,JALISCO,48985,11,0,2,0,NO,838.72,0,NO,POTENCIALES,V1F1
08/04/1962,FEMENINO,DIVORCIADO,SECUNDARIA,VENDEDOR,PROPIA,0,4000,COLIMA,28040,22,0,1,0,SINODATOS,1040,0,SI,POTENCIALES,V2F2
15/09/1972,MASCULINO,SOLTERO,SECUNDARIA,MECANICO,RENTADA,0,6000,COLIMA,28000,3,0,1,0,NO,1300,0,NO,ATENCION MEDIA,V1F1
28/08/1995,MASCULINO,SOLTERO,SECUNDARIA,GUARDSEG,PADRES,0,10000,COLIMA,28000,20,0,2,6,NO,1048.41,0,SI,POTENCIALES,V1F1
06/05/1998,MASCULINO,SOLTERO,BACHILLERATO,AYUDAELECTRICISTA,PADRES,0,6000,COLIMA,28000,17,0,0,3,NO,1048.41,0,NO,POTENCIALES,V1F1
